event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season,winner,loser,win_score,lose_score
Castle Classic 2020,College,245124,North Carolina-Asheville,6,Wake Forest,9,2/2/20,Women,0,2020,Wake Forest,North Carolina-Asheville,9,6
Castle Classic 2020,College,245125,Miami,7,Wake Forest,10,2/2/20,Women,0,2020,Wake Forest,Miami,10,7
Castle Classic 2020,College,245126,Miami,6,North Carolina-Asheville,9,2/2/20,Women,0,2020,North Carolina-Asheville,Miami,9,6
Presidents’ Day Qualifier (Women),College,245242,California-Irvine,3,California-San Diego B,10,2/1/20,Women,0,2020,California-San Diego B,California-Irvine,10,3
Presidents’ Day Qualifier (Women),College,245243,Arizona,8,Colorado B,7,2/1/20,Women,0,2020,Arizona,Colorado B,8,7
Mardi Gras XXXIII,College,245377,Central Florida,12,Florida B,4,1/1/20,Women,0,2020,Central Florida,Florida B,12,4
Mardi Gras XXXIII,College,245378,LSU,5,Indiana,9,1/1/20,Women,0,2020,Indiana,LSU,9,5
Mardi Gras XXXIII,College,245379,Central Florida,7,LSU,3,1/1/20,Women,0,2020,Central Florida,LSU,7,3
Mardi Gras XXXIII,College,245380,Texas State,12,Indiana,3,1/1/20,Women,0,2020,Texas State,Indiana,12,3
Mardi Gras XXXIII,College,245381,Indiana,9,Florida B,7,1/1/20,Women,0,2020,Indiana,Florida B,9,7
Mardi Gras XXXIII,College,245382,Texas State,9,LSU,6,1/1/20,Women,0,2020,Texas State,LSU,9,6
Mardi Gras XXXIII,College,245383,Central Florida,8,Indiana,9,1/1/20,Women,0,2020,Indiana,Central Florida,9,8
Mardi Gras XXXIII,College,245384,Texas State,12,Florida B,4,1/1/20,Women,0,2020,Texas State,Florida B,12,4
Mardi Gras XXXIII,College,245385,Central Florida,8,Texas State,6,1/1/20,Women,0,2020,Central Florida,Texas State,8,6
Mardi Gras XXXIII,College,245386,LSU,7,Florida B,8,1/1/20,Women,0,2020,Florida B,LSU,8,7
Mardi Gras XXXIII,College,245387,St Benedict,13,North Texas,6,1/1/20,Women,0,2020,St Benedict,North Texas,13,6
Mardi Gras XXXIII,College,245388,Mississippi State,11,Tennessee-Chattanooga,4,1/1/20,Women,0,2020,Mississippi State,Tennessee-Chattanooga,11,4
Mardi Gras XXXIII,College,245389,St Benedict,4,Mississippi State,13,1/1/20,Women,0,2020,Mississippi State,St Benedict,13,4
Mardi Gras XXXIII,College,245390,Alabama,13,Tennessee-Chattanooga,0,1/1/20,Women,0,2020,Alabama,Tennessee-Chattanooga,13,0
Mardi Gras XXXIII,College,245391,Tennessee-Chattanooga,10,North Texas,6,1/1/20,Women,0,2020,Tennessee-Chattanooga,North Texas,10,6
Mardi Gras XXXIII,College,245392,Alabama,12,Mississippi State,4,1/1/20,Women,0,2020,Alabama,Mississippi State,12,4
Mardi Gras XXXIII,College,245393,St Benedict,11,Tennessee-Chattanooga,9,1/1/20,Women,0,2020,St Benedict,Tennessee-Chattanooga,11,9
Mardi Gras XXXIII,College,245394,Alabama,13,North Texas,2,1/1/20,Women,0,2020,Alabama,North Texas,13,2
Mardi Gras XXXIII,College,245395,St Benedict,3,Alabama,13,1/1/20,Women,0,2020,Alabama,St Benedict,13,3
Mardi Gras XXXIII,College,245396,Mississippi State,12,North Texas,1,1/1/20,Women,0,2020,Mississippi State,North Texas,12,1
Mardi Gras XXXIII,College,245397,Mississippi State,8,Indiana,7,3/1/20,Women,0,2020,Mississippi State,Indiana,8,7
Mardi Gras XXXIII,College,245398,Central Florida,13,St Benedict,4,3/1/20,Women,0,2020,Central Florida,St Benedict,13,4
Mardi Gras XXXIII,College,245399,Texas State,11,Mississippi State,3,3/1/20,Women,0,2020,Texas State,Mississippi State,11,3
Mardi Gras XXXIII,College,245400,Central Florida,1,Alabama,8,3/1/20,Women,0,2020,Alabama,Central Florida,8,1
Mardi Gras XXXIII,College,245401,Texas State,9,Alabama,8,3/1/20,Women,0,2020,Texas State,Alabama,9,8
Mardi Gras XXXIII,College,245402,Mississippi State,9,Central Florida,4,3/1/20,Women,0,2020,Mississippi State,Central Florida,9,4
Mardi Gras XXXIII,College,245403,Indiana,13,St Benedict,6,3/1/20,Women,0,2020,Indiana,St Benedict,13,6
Mardi Gras XXXIII,College,245405,Tennessee-Chattanooga,5,LSU,10,3/1/20,Women,0,2020,LSU,Tennessee-Chattanooga,10,5
Mardi Gras XXXIII,College,245406,Florida B,6,LSU,7,3/1/20,Women,0,2020,LSU,Florida B,7,6
Commonwealth Cup 2020 Weekend 1,College,245408,Maryland,6,Ohio,13,1/1/20,Women,0,2020,Ohio,Maryland,13,6
Commonwealth Cup 2020 Weekend 1,College,245409,James Madison,12,Ohio,8,1/1/20,Women,0,2020,James Madison,Ohio,12,8
Commonwealth Cup 2020 Weekend 1,College,245410,James Madison,13,Maryland,2,1/1/20,Women,0,2020,James Madison,Maryland,13,2
Commonwealth Cup 2020 Weekend 1,College,245411,Georgetown,5,Boston University,12,1/1/20,Women,0,2020,Boston University,Georgetown,12,5
Commonwealth Cup 2020 Weekend 1,College,245412,Case Western Reserve,9,Boston University,10,1/1/20,Women,0,2020,Boston University,Case Western Reserve,10,9
Commonwealth Cup 2020 Weekend 1,College,245413,Case Western Reserve,13,Georgetown,7,1/1/20,Women,0,2020,Case Western Reserve,Georgetown,13,7
Commonwealth Cup 2020 Weekend 1,College,245414,Liberty,9,Temple,10,1/1/20,Women,0,2020,Temple,Liberty,10,9
Commonwealth Cup 2020 Weekend 1,College,245415,Mary Washington,12,Michigan B,1,1/1/20,Women,0,2020,Mary Washington,Michigan B,12,1
Commonwealth Cup 2020 Weekend 1,College,245416,Liberty,13,Michigan B,1,1/1/20,Women,0,2020,Liberty,Michigan B,13,1
Commonwealth Cup 2020 Weekend 1,College,245417,Mary Washington,8,Temple,7,1/1/20,Women,0,2020,Mary Washington,Temple,8,7
Commonwealth Cup 2020 Weekend 1,College,245418,Liberty,10,Mary Washington,3,1/1/20,Women,0,2020,Liberty,Mary Washington,10,3
Commonwealth Cup 2020 Weekend 1,College,245419,Temple,10,Michigan B,2,1/1/20,Women,0,2020,Temple,Michigan B,10,2
Commonwealth Cup 2020 Weekend 1,College,245420,Boston College,13,North Carolina B,2,1/1/20,Women,0,2020,Boston College,North Carolina B,13,2
Commonwealth Cup 2020 Weekend 1,College,245421,Virginia Tech,13,Franciscan,4,1/1/20,Women,0,2020,Virginia Tech,Franciscan,13,4
Commonwealth Cup 2020 Weekend 1,College,245422,Boston College,13,Franciscan,3,1/1/20,Women,0,2020,Boston College,Franciscan,13,3
Commonwealth Cup 2020 Weekend 1,College,245423,Virginia Tech,13,North Carolina B,1,1/1/20,Women,0,2020,Virginia Tech,North Carolina B,13,1
Commonwealth Cup 2020 Weekend 1,College,245424,Boston College,6,Virginia Tech,9,1/1/20,Women,0,2020,Virginia Tech,Boston College,9,6
Commonwealth Cup 2020 Weekend 1,College,245425,North Carolina B,12,Franciscan,6,1/1/20,Women,0,2020,North Carolina B,Franciscan,12,6
Commonwealth Cup 2020 Weekend 1,College,245426,Swarthmore,11,George Mason,8,1/1/20,Women,0,2020,Swarthmore,George Mason,11,8
Commonwealth Cup 2020 Weekend 1,College,245427,Pittsburgh B,12,Virginia B,2,1/1/20,Women,0,2020,Pittsburgh B,Virginia B,12,2
Commonwealth Cup 2020 Weekend 1,College,245428,Swarthmore,11,Virginia B,8,1/1/20,Women,0,2020,Swarthmore,Virginia B,11,8
Commonwealth Cup 2020 Weekend 1,College,245429,Pittsburgh B,7,George Mason,10,1/1/20,Women,0,2020,George Mason,Pittsburgh B,10,7
Commonwealth Cup 2020 Weekend 1,College,245430,Swarthmore,9,Pittsburgh B,8,1/1/20,Women,0,2020,Swarthmore,Pittsburgh B,9,8
Commonwealth Cup 2020 Weekend 1,College,245431,George Mason,13,Virginia B,5,1/1/20,Women,0,2020,George Mason,Virginia B,13,5
Commonwealth Cup 2020 Weekend 1,College,245432,Catholic,11,Wake Forest,5,1/1/20,Women,0,2020,Catholic,Wake Forest,11,5
Commonwealth Cup 2020 Weekend 1,College,245433,Connecticut,13,Ohio State B,1,1/1/20,Women,0,2020,Connecticut,Ohio State B,13,1
Commonwealth Cup 2020 Weekend 1,College,245434,Catholic,12,Ohio State B,4,1/1/20,Women,0,2020,Catholic,Ohio State B,12,4
Commonwealth Cup 2020 Weekend 1,College,245435,Connecticut,13,Wake Forest,4,1/1/20,Women,0,2020,Connecticut,Wake Forest,13,4
Commonwealth Cup 2020 Weekend 1,College,245436,Catholic,2,Connecticut,13,1/1/20,Women,0,2020,Connecticut,Catholic,13,2
Commonwealth Cup 2020 Weekend 1,College,245437,Wake Forest,13,Ohio State B,2,1/1/20,Women,0,2020,Wake Forest,Ohio State B,13,2
Commonwealth Cup 2020 Weekend 1,College,245462,James Madison,9,Boston University,10,1/1/20,Women,0,2020,Boston University,James Madison,10,9
Commonwealth Cup 2020 Weekend 1,College,245463,Case Western Reserve,7,Ohio,13,1/1/20,Women,0,2020,Ohio,Case Western Reserve,13,7
Commonwealth Cup 2020 Weekend 1,College,245464,Maryland,8,Georgetown,10,1/1/20,Women,0,2020,Georgetown,Maryland,10,8
Commonwealth Cup 2020 Weekend 1,College,245465,Virginia Tech,13,Swarthmore,7,1/1/20,Women,0,2020,Virginia Tech,Swarthmore,13,7
Commonwealth Cup 2020 Weekend 1,College,245466,Maryland,4,Temple,11,1/1/20,Women,0,2020,Temple,Maryland,11,4
Commonwealth Cup 2020 Weekend 1,College,245467,Liberty,8,Connecticut,6,1/1/20,Women,0,2020,Liberty,Connecticut,8,6
Commonwealth Cup 2020 Weekend 1,College,245468,Georgetown,5,Boston College,9,1/1/20,Women,0,2020,Boston College,Georgetown,9,5
Commonwealth Cup 2020 Weekend 1,College,245469,James Madison,10,Virginia Tech,9,1/1/20,Women,0,2020,James Madison,Virginia Tech,10,9
Commonwealth Cup 2020 Weekend 1,College,245470,Case Western Reserve,11,Temple,6,1/1/20,Women,0,2020,Case Western Reserve,Temple,11,6
Commonwealth Cup 2020 Weekend 1,College,245471,Boston University,9,Liberty,10,1/1/20,Women,0,2020,Liberty,Boston University,10,9
Commonwealth Cup 2020 Weekend 1,College,245472,Ohio,13,Boston College,3,1/1/20,Women,0,2020,Ohio,Boston College,13,3
Commonwealth Cup 2020 Weekend 1,College,245473,James Madison,10,Case Western Reserve,11,1/1/20,Women,0,2020,Case Western Reserve,James Madison,11,10
Commonwealth Cup 2020 Weekend 1,College,245474,Liberty,2,Ohio,12,1/1/20,Women,0,2020,Ohio,Liberty,12,2
Commonwealth Cup 2020 Weekend 1,College,245475,Case Western Reserve,7,Ohio,9,1/1/20,Women,0,2020,Ohio,Case Western Reserve,9,7
Commonwealth Cup 2020 Weekend 1,College,245476,James Madison,13,Liberty,5,1/1/20,Women,0,2020,James Madison,Liberty,13,5
Commonwealth Cup 2020 Weekend 1,College,245477,Virginia Tech,7,Temple,9,1/1/20,Women,0,2020,Temple,Virginia Tech,9,7
Commonwealth Cup 2020 Weekend 1,College,245478,Boston University,11,Boston College,7,1/1/20,Women,0,2020,Boston University,Boston College,11,7
Commonwealth Cup 2020 Weekend 1,College,245479,Temple,7,Boston University,9,1/1/20,Women,0,2020,Boston University,Temple,9,7
Commonwealth Cup 2020 Weekend 1,College,245480,Virginia Tech,9,Boston College,8,1/1/20,Women,0,2020,Virginia Tech,Boston College,9,8
Presidents’ Day Qualifier (Women),College,245615,Occidental,8,California-San Diego B,7,2/2/20,Women,0,2020,Occidental,California-San Diego B,8,7
Presidents’ Day Qualifier (Women),College,245616,Chico State,9,UCLA B,7,2/2/20,Women,0,2020,Chico State,UCLA B,9,7
Presidents’ Day Qualifier (Women),College,245617,Cal State-Long Beach,10,California-Santa Cruz,9,2/2/20,Women,0,2020,Cal State-Long Beach,California-Santa Cruz,10,9
Presidents’ Day Qualifier (Women),College,245618,Southern California,9,Arizona State,2,2/2/20,Women,0,2020,Southern California,Arizona State,9,2
Presidents’ Day Qualifier (Women),College,245619,Occidental,8,Chico State,10,2/2/20,Women,0,2020,Chico State,Occidental,10,8
Presidents’ Day Qualifier (Women),College,245620,Cal State-Long Beach,5,Southern California,9,2/2/20,Women,0,2020,Southern California,Cal State-Long Beach,9,5
Presidents’ Day Qualifier (Women),College,245621,Chico State,8,Southern California,11,2/2/20,Women,0,2020,Southern California,Chico State,11,8
Presidents’ Day Qualifier (Women),College,245622,California-San Diego B,4,California-Santa Cruz,8,2/2/20,Women,0,2020,California-Santa Cruz,California-San Diego B,8,4
Presidents’ Day Qualifier (Women),College,245623,UCLA B,10,Arizona State,5,2/2/20,Women,0,2020,UCLA B,Arizona State,10,5
Presidents’ Day Qualifier (Women),College,245624,California-Santa Cruz,11,Occidental,9,2/2/20,Women,0,2020,California-Santa Cruz,Occidental,11,9
Presidents’ Day Qualifier (Women),College,245625,UCLA B,3,Cal State-Long Beach,9,2/2/20,Women,0,2020,Cal State-Long Beach,UCLA B,9,3
Presidents’ Day Qualifier (Women),College,245626,Colorado B,10,California-Davis B,4,2/2/20,Women,0,2020,Colorado B,California-Davis B,10,4
Presidents’ Day Qualifier (Women),College,245627,California B,5,California-Irvine,12,2/2/20,Women,0,2020,California-Irvine,California B,12,5
Presidents’ Day Qualifier (Women),College,245628,Colorado B,8,California-Irvine,4,2/2/20,Women,0,2020,Colorado B,California-Irvine,8,4
Presidents’ Day Qualifier (Women),College,245629,Arizona,8,California-Davis B,3,2/2/20,Women,0,2020,Arizona,California-Davis B,8,3
Presidents’ Day Qualifier (Women),College,245630,California-Davis B,4,California-Irvine,6,2/2/20,Women,0,2020,California-Irvine,California-Davis B,6,4
Presidents’ Day Qualifier (Women),College,245631,Arizona,7,California B,8,2/2/20,Women,0,2020,California B,Arizona,8,7
Presidents’ Day Qualifier (Women),College,245632,Colorado B,8,California B,5,2/2/20,Women,0,2020,Colorado B,California B,8,5
TowsonTown Throwdown 2020,College,245670,American,15,Christopher Newport,5,2/8/20,Women,0,2020,American,Christopher Newport,15,5
TowsonTown Throwdown 2020,College,245671,Towson,15,George Mason,6,2/9/20,Women,0,2020,Towson,George Mason,15,6
TowsonTown Throwdown 2020,College,245672,Maryland-Baltimore County,15,Towson B,1,2/8/20,Women,0,2020,Maryland-Baltimore County,Towson B,15,1
TowsonTown Throwdown 2020,College,245673,American B,0,George Washington B,13,2/9/20,Women,0,2020,George Washington B,American B,13,0
TowsonTown Throwdown 2020,College,245674,American,8,Towson B,0,2/9/20,Women,0,2020,American,Towson B,8,0
TowsonTown Throwdown 2020,College,245675,Towson,13,George Washington B,4,2/9/20,Women,0,2020,Towson,George Washington B,13,4
TowsonTown Throwdown 2020,College,245676,Richmond,10,American B,0,2/8/20,Women,0,2020,Richmond,American B,10,0
TowsonTown Throwdown 2020,College,245677,George Mason,10,Maryland-Baltimore County,4,2/9/20,Women,0,2020,George Mason,Maryland-Baltimore County,10,4
TowsonTown Throwdown 2020,College,245678,Richmond,15,Towson B,1,2/9/20,Women,0,2020,Richmond,Towson B,15,1
TowsonTown Throwdown 2020,College,245679,Christopher Newport,10,American B,1,2/9/20,Women,0,2020,Christopher Newport,American B,10,1
TowsonTown Throwdown 2020,College,245680,American,10,George Mason,9,2/8/20,Women,0,2020,American,George Mason,10,9
TowsonTown Throwdown 2020,College,245681,Towson,8,Richmond,9,2/8/20,Women,0,2020,Richmond,Towson,9,8
TowsonTown Throwdown 2020,College,245682,Christopher Newport,9,Towson B,2,2/8/20,Women,0,2020,Christopher Newport,Towson B,9,2
TowsonTown Throwdown 2020,College,245683,American,13,George Washington B,4,2/8/20,Women,0,2020,American,George Washington B,13,4
TowsonTown Throwdown 2020,College,245684,Towson,15,American B,0,2/8/20,Women,0,2020,Towson,American B,15,0
TowsonTown Throwdown 2020,College,245685,Richmond,13,Maryland-Baltimore County,5,2/8/20,Women,0,2020,Richmond,Maryland-Baltimore County,13,5
TowsonTown Throwdown 2020,College,245686,George Mason,14,Christopher Newport,1,2/8/20,Women,0,2020,George Mason,Christopher Newport,14,1
TowsonTown Throwdown 2020,College,245687,American,7,Richmond,9,2/9/20,Women,0,2020,Richmond,American,9,7
TowsonTown Throwdown 2020,College,245688,George Mason,15,Towson B,0,2/9/20,Women,0,2020,George Mason,Towson B,15,0
TowsonTown Throwdown 2020,College,245689,Christopher Newport,4,George Washington B,12,2/8/20,Women,0,2020,George Washington B,Christopher Newport,12,4
TowsonTown Throwdown 2020,College,245690,Maryland-Baltimore County,10,American B,0,2/8/20,Women,0,2020,Maryland-Baltimore County,American B,10,0
TowsonTown Throwdown 2020,College,245691,Towson,14,Maryland-Baltimore County,10,2/8/20,Women,0,2020,Towson,Maryland-Baltimore County,14,10
TowsonTown Throwdown 2020,College,245692,George Washington B,13,Towson B,0,2/8/20,Women,0,2020,George Washington B,Towson B,13,0
TowsonTown Throwdown 2020,College,245693,American,5,Towson,10,2/8/20,Women,0,2020,Towson,American,10,5
TowsonTown Throwdown 2020,College,245694,George Mason,11,George Washington B,3,2/8/20,Women,0,2020,George Mason,George Washington B,11,3
TowsonTown Throwdown 2020,College,245695,American,13,Maryland-Baltimore County,2,2/9/20,Women,0,2020,American,Maryland-Baltimore County,13,2
TowsonTown Throwdown 2020,College,245696,Towson,13,Christopher Newport,4,2/9/20,Women,0,2020,Towson,Christopher Newport,13,4
TowsonTown Throwdown 2020,College,245697,Richmond,9,George Mason,10,2/8/20,Women,0,2020,George Mason,Richmond,10,9
TowsonTown Throwdown 2020,College,245698,American B,3,Towson B,2,2/8/20,Women,0,2020,American B,Towson B,3,2
TowsonTown Throwdown 2020,College,245699,Towson,8,Towson B,1,2/9/20,Women,0,2020,Towson,Towson B,8,1
TowsonTown Throwdown 2020,College,245700,Richmond,12,George Washington B,5,2/9/20,Women,0,2020,Richmond,George Washington B,12,5
TowsonTown Throwdown 2020,College,245701,Christopher Newport,6,Maryland-Baltimore County,11,2/9/20,Women,0,2020,Maryland-Baltimore County,Christopher Newport,11,6
Bring The Huckus 10 2020,College,245784,West Chester,11,Skidmore,6,1/1/20,Women,0,2020,West Chester,Skidmore,11,6
Bring The Huckus 10 2020,College,245785,SUNY-Geneseo,6,Haverford/Bryn Mawr,5,1/1/20,Women,0,2020,SUNY-Geneseo,Haverford/Bryn Mawr,6,5
Bring The Huckus 10 2020,College,245786,West Chester,9,Haverford/Bryn Mawr,7,1/1/20,Women,0,2020,West Chester,Haverford/Bryn Mawr,9,7
Bring The Huckus 10 2020,College,245787,SUNY-Geneseo,2,Skidmore,9,1/1/20,Women,0,2020,Skidmore,SUNY-Geneseo,9,2
Bring The Huckus 10 2020,College,245788,West Chester,7,SUNY-Geneseo,5,1/1/20,Women,0,2020,West Chester,SUNY-Geneseo,7,5
Bring The Huckus 10 2020,College,245789,Skidmore,9,Haverford/Bryn Mawr,5,1/1/20,Women,0,2020,Skidmore,Haverford/Bryn Mawr,9,5
Bring The Huckus 10 2020,College,245790,Wesleyan,9,Amherst College,1,1/1/20,Women,0,2020,Wesleyan,Amherst College,9,1
Bring The Huckus 10 2020,College,245791,Swarthmore,11,SUNY-Albany,3,1/1/20,Women,0,2020,Swarthmore,SUNY-Albany,11,3
Bring The Huckus 10 2020,College,245792,Wesleyan,8,SUNY-Albany,2,1/1/20,Women,0,2020,Wesleyan,SUNY-Albany,8,2
Bring The Huckus 10 2020,College,245793,Swarthmore,7,Amherst College,5,1/1/20,Women,0,2020,Swarthmore,Amherst College,7,5
Bring The Huckus 10 2020,College,245794,Wesleyan,9,Swarthmore,7,1/1/20,Women,0,2020,Wesleyan,Swarthmore,9,7
Bring The Huckus 10 2020,College,245795,Amherst College,8,SUNY-Albany,4,1/1/20,Women,0,2020,Amherst College,SUNY-Albany,8,4
Bring The Huckus 10 2020,College,245796,NYU,13,Muhlenberg,1,1/1/20,Women,0,2020,NYU,Muhlenberg,13,1
Bring The Huckus 10 2020,College,245797,Ithaca,9,Haverford/Bryn Mawr B,2,1/1/20,Women,0,2020,Ithaca,Haverford/Bryn Mawr B,9,2
Bring The Huckus 10 2020,College,245798,NYU,13,Haverford/Bryn Mawr B,1,1/1/20,Women,0,2020,NYU,Haverford/Bryn Mawr B,13,1
Bring The Huckus 10 2020,College,245799,Ithaca,8,Muhlenberg,3,1/1/20,Women,0,2020,Ithaca,Muhlenberg,8,3
Bring The Huckus 10 2020,College,245800,NYU,9,Ithaca,3,1/1/20,Women,0,2020,NYU,Ithaca,9,3
Bring The Huckus 10 2020,College,245801,Muhlenberg,6,Haverford/Bryn Mawr B,4,1/1/20,Women,0,2020,Muhlenberg,Haverford/Bryn Mawr B,6,4
Bring The Huckus 10 2020,College,245802,Northeastern B,8,Shippensburg,5,1/1/20,Women,0,2020,Northeastern B,Shippensburg,8,5
Bring The Huckus 10 2020,College,245803,SUNY Cortland,4,Temple B,2,1/1/20,Women,0,2020,SUNY Cortland,Temple B,4,2
Bring The Huckus 10 2020,College,245804,Northeastern B,7,Temple B,2,1/1/20,Women,0,2020,Northeastern B,Temple B,7,2
Bring The Huckus 10 2020,College,245805,SUNY Cortland,3,Shippensburg,6,1/1/20,Women,0,2020,Shippensburg,SUNY Cortland,6,3
Bring The Huckus 10 2020,College,245806,Northeastern B,8,SUNY Cortland,3,1/1/20,Women,0,2020,Northeastern B,SUNY Cortland,8,3
Bring The Huckus 10 2020,College,245807,Shippensburg,6,Temple B,4,1/1/20,Women,0,2020,Shippensburg,Temple B,6,4
Bring The Huckus 10 2020,College,245871,Northeastern B,8,Shippensburg,2,1/1/20,Women,0,2020,Northeastern B,Shippensburg,8,2
Bring The Huckus 10 2020,College,245875,Northeastern B,2,West Chester,9,1/1/20,Women,0,2020,West Chester,Northeastern B,9,2
Bring The Huckus 10 2020,College,245876,SUNY-Geneseo,7,Swarthmore,9,1/1/20,Women,0,2020,Swarthmore,SUNY-Geneseo,9,7
Bring The Huckus 10 2020,College,245878,Wesleyan,7,Haverford/Bryn Mawr,9,1/1/20,Women,0,2020,Haverford/Bryn Mawr,Wesleyan,9,7
Bring The Huckus 10 2020,College,245879,West Chester,8,Swarthmore,5,1/1/20,Women,0,2020,West Chester,Swarthmore,8,5
Bring The Huckus 10 2020,College,245880,Skidmore,11,Haverford/Bryn Mawr,7,1/1/20,Women,0,2020,Skidmore,Haverford/Bryn Mawr,11,7
Bring The Huckus 10 2020,College,245881,West Chester,9,Skidmore,10,1/1/20,Women,0,2020,Skidmore,West Chester,10,9
Bring The Huckus 10 2020,College,245888,Shippensburg,6,SUNY-Albany,9,1/1/20,Women,0,2020,SUNY-Albany,Shippensburg,9,6
Bring The Huckus 10 2020,College,245889,Ithaca,7,Amherst College,15,1/1/20,Women,0,2020,Amherst College,Ithaca,15,7
Bring The Huckus 10 2020,College,245890,SUNY-Albany,7,Amherst College,10,1/1/20,Women,0,2020,Amherst College,SUNY-Albany,10,7
Bring The Huckus 10 2020,College,245891,Northeastern B,4,Wesleyan,8,1/1/20,Women,0,2020,Wesleyan,Northeastern B,8,4
Bring The Huckus 10 2020,College,245892,Northeastern B,1,SUNY-Geneseo,13,1/1/20,Women,0,2020,SUNY-Geneseo,Northeastern B,13,1
Bring The Huckus 10 2020,College,245893,NYU,8,Wesleyan,6,1/1/20,Women,0,2020,NYU,Wesleyan,8,6
Bring The Huckus 10 2020,College,245894,SUNY-Geneseo,6,NYU,8,1/1/20,Women,0,2020,NYU,SUNY-Geneseo,8,6
Bring The Huckus 10 2020,College,245895,Swarthmore,3,Haverford/Bryn Mawr,10,1/1/20,Women,0,2020,Haverford/Bryn Mawr,Swarthmore,10,3
Bring The Huckus 10 2020,College,245896,Haverford/Bryn Mawr,11,NYU,5,1/1/20,Women,0,2020,Haverford/Bryn Mawr,NYU,11,5
Bring The Huckus 10 2020,College,245897,SUNY-Albany,4,Northeastern B,7,1/1/20,Women,0,2020,Northeastern B,SUNY-Albany,7,4
Bring The Huckus 10 2020,College,245900,Temple B,6,Haverford/Bryn Mawr B,7,1/1/20,Women,0,2020,Haverford/Bryn Mawr B,Temple B,7,6
Bring The Huckus 10 2020,College,245902,Haverford/Bryn Mawr B,1,SUNY Cortland,8,1/1/20,Women,0,2020,SUNY Cortland,Haverford/Bryn Mawr B,8,1
Bring The Huckus 10 2020,College,245904,Muhlenberg,2,Temple B,3,1/1/20,Women,0,2020,Temple B,Muhlenberg,3,2
Bring The Huckus 10 2020,College,245905,SUNY Cortland,3,Haverford/Bryn Mawr B,0,1/1/20,Women,0,2020,SUNY Cortland,Haverford/Bryn Mawr B,3,0
Bring The Huckus 10 2020,College,245907,SUNY-Geneseo,13,SUNY-Albany,2,1/1/20,Women,0,2020,SUNY-Geneseo,SUNY-Albany,13,2
Bring The Huckus 10 2020,College,245909,SUNY-Geneseo,9,Ithaca,3,1/1/20,Women,0,2020,SUNY-Geneseo,Ithaca,9,3
Bring The Huckus 10 2020,College,245910,Amherst College,11,Shippensburg,5,1/1/20,Women,0,2020,Amherst College,Shippensburg,11,5
Queen City Tune Up 2020 (Women),College,245938,Carleton College,13,Pennsylvania,2,2/8/20,Women,0,2020,Carleton College,Pennsylvania,13,2
Queen City Tune Up 2020 (Women),College,245939,Michigan,8,North Carolina-Wilmington,7,2/8/20,Women,0,2020,Michigan,North Carolina-Wilmington,8,7
Queen City Tune Up 2020 (Women),College,245940,Carleton College,13,Michigan,3,2/8/20,Women,0,2020,Carleton College,Michigan,13,3
Queen City Tune Up 2020 (Women),College,245941,Virginia,12,North Carolina-Wilmington,4,2/8/20,Women,0,2020,Virginia,North Carolina-Wilmington,12,4
Queen City Tune Up 2020 (Women),College,245942,North Carolina-Wilmington,6,Pennsylvania,8,2/8/20,Women,0,2020,Pennsylvania,North Carolina-Wilmington,8,6
Queen City Tune Up 2020 (Women),College,245943,Virginia,9,Michigan,8,2/8/20,Women,0,2020,Virginia,Michigan,9,8
Queen City Tune Up 2020 (Women),College,245944,Carleton College,13,North Carolina-Wilmington,0,2/8/20,Women,0,2020,Carleton College,North Carolina-Wilmington,13,0
Queen City Tune Up 2020 (Women),College,245945,Virginia,10,Pennsylvania,7,2/8/20,Women,0,2020,Virginia,Pennsylvania,10,7
Queen City Tune Up 2020 (Women),College,245946,Carleton College,13,Virginia,6,2/8/20,Women,0,2020,Carleton College,Virginia,13,6
Queen City Tune Up 2020 (Women),College,245947,Michigan,12,Pennsylvania,5,2/8/20,Women,0,2020,Michigan,Pennsylvania,12,5
Queen City Tune Up 2020 (Women),College,245948,North Carolina,8,William & Mary,5,2/8/20,Women,0,2020,North Carolina,William & Mary,8,5
Queen City Tune Up 2020 (Women),College,245949,Appalachian State,4,Georgia Tech,13,2/8/20,Women,0,2020,Georgia Tech,Appalachian State,13,4
Queen City Tune Up 2020 (Women),College,245950,North Carolina,13,Appalachian State,3,2/8/20,Women,0,2020,North Carolina,Appalachian State,13,3
Queen City Tune Up 2020 (Women),College,245951,Pittsburgh,5,Georgia Tech,9,2/8/20,Women,0,2020,Georgia Tech,Pittsburgh,9,5
Queen City Tune Up 2020 (Women),College,245952,Georgia Tech,10,William & Mary,5,2/8/20,Women,0,2020,Georgia Tech,William & Mary,10,5
Queen City Tune Up 2020 (Women),College,245953,Pittsburgh,13,Appalachian State,3,2/8/20,Women,0,2020,Pittsburgh,Appalachian State,13,3
Queen City Tune Up 2020 (Women),College,245954,North Carolina,13,Georgia Tech,3,2/8/20,Women,0,2020,North Carolina,Georgia Tech,13,3
Queen City Tune Up 2020 (Women),College,245955,Pittsburgh,11,William & Mary,3,2/8/20,Women,0,2020,Pittsburgh,William & Mary,11,3
