event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76991,Molly Brown,13,Viva,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76992,Green Means Go,12,Maeve,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76995,Molly Brown,13,Green Means Go,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76996,Viva,10,Maeve,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76993,Molly Brown,13,Maeve,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76994,Green Means Go,7,Viva,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76997,Iris,13,Tabby Rosa,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76998,Phoenix,13,Dish,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77001,Iris,13,Phoenix,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77002,Tabby Rosa,13,Dish,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,76999,Iris,13,Dish,3,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77000,Phoenix,12,Tabby Rosa,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77003,BENT,10,Pop,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77004,Capitals,13,Encore,4,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77007,BENT,7,Capitals,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77008,Pop,10,Encore,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77005,BENT,12,Encore,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77006,Capitals,10,Pop,4,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77009,Underground,8,Hot Metal,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77010,Nemesis,11,Rival,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77013,Underground,12,Nemesis,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77014,Hot Metal,11,Rival,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77011,Underground,13,Rival,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77012,Nemesis,10,Hot Metal,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77035,Maeve,8,Encore,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77036,Dish,10,Rival,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77037,Maeve,6,Rival,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77038,Dish,8,Encore,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77039,Maeve,10,Dish,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77040,Encore,10,Rival,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77025,Molly Brown,13,Capitals,5,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77023,Molly Brown,13,BENT,2,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77024,Capitals,11,Iris,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77019,Molly Brown,13,Phoenix,3,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77020,Hot Metal,6,BENT,12,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77021,Capitals,11,Underground,4,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77022,Iris,12,Viva,3,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77015,Phoenix,12,Pop,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77016,BENT,13,Tabby Rosa,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77017,Green Means Go,9,Underground,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77018,Nemesis,7,Viva,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77026,BENT,10,Iris,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77027,Phoenix,11,Underground,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77031,Phoenix,13,Hot Metal,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77032,Underground,8,Viva,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77028,Hot Metal,10,Viva,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77029,Green Means Go,12,Nemesis,5,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77033,Pop,6,Green Means Go,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77034,Tabby Rosa,8,Nemesis,12,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Women,77030,Pop,9,Tabby Rosa,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76935,AMP,11,RUA,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76936,Steamboat,12,Omertà,4,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76937,AMP,11,Steamboat,7,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76938,RUA,12,Omertà,8,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76939,AMP,12,Omertà,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76940,Steamboat,12,RUA,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76941,7 Figures,12,Pleasuretown,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76942,Ambiguous Grey,13,Prion,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76943,7 Figures,11,Ambiguous Grey,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76944,Pleasuretown,11,Prion,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76945,7 Figures,12,Prion,9,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76946,Ambiguous Grey,11,Pleasuretown,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76947,The Administrators,10,7 Express,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76948,Thoroughbred,13,Tyrannis,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76949,The Administrators,8,Thoroughbred,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76950,7 Express,11,Tyrannis,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76951,The Administrators,11,Tyrannis,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76952,Thoroughbred,6,7 Express,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76953,Cosa Nostra,13,Des Moines Metro,4,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76954,NOISE,13,Ursidae,5,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76955,Cosa Nostra,13,NOISE,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76956,Des Moines Metro,11,Ursidae,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76957,Cosa Nostra,13,Ursidae,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76958,NOISE,11,Des Moines Metro,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,77255,Omertà,11,The Administrators,12,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,77256,Prion,12,Ursidae,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,77257,Omertà,4,Ursidae,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,77258,Prion,13,The Administrators,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,77259,Omertà,11,Prion,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,77260,The Administrators,13,Ursidae,7,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76969,Cosa Nostra,13,NOISE,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76967,AMP,10,Cosa Nostra,12,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76968,NOISE,11,Steamboat,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76963,AMP,10,Ambiguous Grey,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76964,Cosa Nostra,12,Pleasuretown,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76965,7 Express,8,NOISE,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76966,7 Figures,8,Steamboat,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76959,Ambiguous Grey,10,Tyrannis,6,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76960,Thoroughbred,11,Pleasuretown,13,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76961,RUA,9,NOISE,10,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76962,Des Moines Metro,8,Steamboat,11,2015-07-11
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76970,AMP,10,Steamboat,9,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76971,Ambiguous Grey,6,7 Express,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76975,Ambiguous Grey,12,Pleasuretown,8,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76976,7 Express,10,7 Figures,6,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76972,Pleasuretown,13,7 Figures,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76973,RUA,12,Des Moines Metro,11,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76977,Tyrannis,5,RUA,13,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76978,Thoroughbred,8,Des Moines Metro,10,2015-07-12
TCT Elite-Select Challenge 2015 (Oshadega Invite),Club - Mixed,76974,Tyrannis,11,Thoroughbred,9,2015-07-12
Swan Boat 2015,Club - Men,76908,Woolly Mammoth,13,Right Coast Ultimate,11,2015-07-11
Swan Boat 2015,Club - Men,76909,Hammerhead,12,Snow Bird,13,2015-07-11
Swan Boat 2015,Club - Men,76910,Woolly Mammoth,13,Snow Bird,10,2015-07-11
Swan Boat 2015,Club - Men,76911,Hammerhead,13,Right Coast Ultimate,5,2015-07-11
Swan Boat 2015,Club - Men,76912,Woolly Mammoth,8,Hammerhead,13,2015-07-11
Swan Boat 2015,Club - Men,76913,Right Coast Ultimate,13,Snow Bird,8,2015-07-11
Swan Boat 2015,Club - Men,76914,Shrimp Boat,13,Tyranny,9,2015-07-11
Swan Boat 2015,Club - Men,76915,Cartel,13,Shore Break,8,2015-07-11
Swan Boat 2015,Club - Men,76916,Shrimp Boat,13,Shore Break,11,2015-07-11
Swan Boat 2015,Club - Men,76917,Cartel,13,Tyranny,7,2015-07-11
Swan Boat 2015,Club - Men,76918,Shrimp Boat,13,Cartel,12,2015-07-11
Swan Boat 2015,Club - Men,76919,Tyranny,11,Shore Break,13,2015-07-11
Swan Boat 2015,Club - Men,76920,Hammerhead,13,Cartel,10,2015-07-11
Swan Boat 2015,Club - Men,76921,Woolly Mammoth,13,Shrimp Boat,9,2015-07-11
Swan Boat 2015,Club - Men,76922,Right Coast Ultimate,13,Tyranny,4,2015-07-11
Swan Boat 2015,Club - Men,76923,Snow Bird,11,Shore Break,10,2015-07-11
Swan Boat 2015,Club - Men,76930,Hammerhead,14,Shrimp Boat,15,2015-07-12
Swan Boat 2015,Club - Men,76928,Hammerhead,15,Cartel,6,2015-07-12
Swan Boat 2015,Club - Men,76929,Shrimp Boat,15,Woolly Mammoth,11,2015-07-12
Swan Boat 2015,Club - Men,76924,Hammerhead,15,Tyranny,7,2015-07-12
Swan Boat 2015,Club - Men,76925,Cartel,W,Right Coast Ultimate,L,2015-07-12
Swan Boat 2015,Club - Men,76926,Shrimp Boat,14,Snow Bird,12,2015-07-12
Swan Boat 2015,Club - Men,76927,Woolly Mammoth,13,Shore Break,3,2015-07-12
Swan Boat 2015,Club - Men,76933,Snow Bird,15,Right Coast Ultimate,14,2015-07-12
Swan Boat 2015,Club - Men,76931,Tyranny,2,Snow Bird,15,2015-07-12
Swan Boat 2015,Club - Men,76932,Right Coast Ultimate,15,Shore Break,10,2015-07-12
Swan Boat 2015,Club - Men,76934,Tyranny,F,Shore Break,W,2015-07-12
Swan Boat 2015,Club - Men,77176,Cartel,W,Woolly Mammoth,F,2015-07-12
Swan Boat 2015,Club - Mixed,77096,Swing State,13,k0d,1,2015-07-11
Swan Boat 2015,Club - Mixed,77097,Jolly Roger,13,Burn Cycle,5,2015-07-11
Swan Boat 2015,Club - Mixed,77098,Swing State,13,Jolly Roger,5,2015-07-11
Swan Boat 2015,Club - Mixed,77099,Murmur,7,Burn Cycle,10,2015-07-11
Swan Boat 2015,Club - Mixed,77104,Swing State,13,Murmur,1,2015-07-11
Swan Boat 2015,Club - Mixed,77105,Jolly Roger,13,k0d,3,2015-07-11
Swan Boat 2015,Club - Mixed,77102,Swing State,13,Burn Cycle,5,2015-07-11
Swan Boat 2015,Club - Mixed,77103,Murmur,12,k0d,9,2015-07-11
Swan Boat 2015,Club - Mixed,77100,Burn Cycle,13,k0d,4,2015-07-11
Swan Boat 2015,Club - Mixed,77101,Murmur,7,Jolly Roger,13,2015-07-11
Swan Boat 2015,Club - Mixed,77106,The Hucking Dead,7,Fables,12,2015-07-11
Swan Boat 2015,Club - Mixed,77107,Swag State,11,Borderline Ultimate,10,2015-07-11
Swan Boat 2015,Club - Mixed,77108,The Hucking Dead,13,Swag State,6,2015-07-11
Swan Boat 2015,Club - Mixed,77109,KOD,13,Borderline Ultimate,2,2015-07-11
Swan Boat 2015,Club - Mixed,77110,Borderline Ultimate,7,Fables,12,2015-07-11
Swan Boat 2015,Club - Mixed,77111,KOD,13,Swag State,1,2015-07-11
Swan Boat 2015,Club - Mixed,77112,The Hucking Dead,13,Borderline Ultimate,2,2015-07-11
Swan Boat 2015,Club - Mixed,77113,KOD,13,Fables,5,2015-07-11
Swan Boat 2015,Club - Mixed,77114,The Hucking Dead,12,KOD,11,2015-07-11
Swan Boat 2015,Club - Mixed,77115,Swag State,2,Fables,13,2015-07-11
Swan Boat 2015,Club - Mixed,77183,Swing State,12,The Hucking Dead,8,2015-07-12
Swan Boat 2015,Club - Mixed,77181,Swing State,15,Fables,5,2015-07-12
Swan Boat 2015,Club - Mixed,77182,The Hucking Dead,15,KOD,12,2015-07-12
Swan Boat 2015,Club - Mixed,77177,Swing State,15,Swag State,5,2015-07-12
Swan Boat 2015,Club - Mixed,77178,Fables,13,Burn Cycle,8,2015-07-12
Swan Boat 2015,Club - Mixed,77179,Jolly Roger,11,The Hucking Dead,15,2015-07-12
Swan Boat 2015,Club - Mixed,77180,KOD,15,Murmur,8,2015-07-12
Swan Boat 2015,Club - Mixed,77184,Fables,F,KOD,W,2015-07-12
Swan Boat 2015,Club - Mixed,77188,Murmur,F,Jolly Roger,W,2015-07-12
Swan Boat 2015,Club - Mixed,77186,Borderline Ultimate,11,Murmur,14,2015-07-12
Swan Boat 2015,Club - Mixed,77187,Burn Cycle,11,Jolly Roger,14,2015-07-12
Swan Boat 2015,Club - Mixed,77185,k0d,2,Borderline Ultimate,15,2015-07-12
Swan Boat 2015,Club - Mixed,77190,Swag State,9,Borderline Ultimate,8,2015-07-12
Swan Boat 2015,Club - Mixed,77189,k0d,9,Swag State,15,2015-07-12
Swan Boat 2015,Club - Mixed,77191,k0d,2,Burn Cycle,13,2015-07-12
Huckfest 2015,Club - Men,76655,Chain Lightning,15,UpRoar,7,2015-07-11
Huckfest 2015,Club - Men,76656,Freaks Uv Nature,13,Jockamo,8,2015-07-11
Huckfest 2015,Club - Men,76657,Chain Lightning,15,Jockamo,4,2015-07-11
Huckfest 2015,Club - Men,76658,Freaks Uv Nature,15,UpRoar,9,2015-07-11
Huckfest 2015,Club - Men,76659,Chain Lightning,15,Freaks Uv Nature,11,2015-07-11
Huckfest 2015,Club - Men,76660,UpRoar,10,Jockamo,11,2015-07-11
Huckfest 2015,Club - Men,76661,Southern Hospitality,15,CaSTLe,8,2015-07-11
Huckfest 2015,Club - Men,76662,Ironmen,15,Smokestack,9,2015-07-11
Huckfest 2015,Club - Men,76663,Southern Hospitality,15,Smokestack,10,2015-07-11
Huckfest 2015,Club - Men,76664,Ironmen,15,CaSTLe,9,2015-07-11
Huckfest 2015,Club - Men,76665,Southern Hospitality,12,Ironmen,13,2015-07-11
Huckfest 2015,Club - Men,76666,CaSTLe,10,Smokestack,13,2015-07-11
Huckfest 2015,Club - Men,76765,Crude Ultimate,13,Torch,5,2015-07-11
Huckfest 2015,Club - Men,76766,Cerberus,13,NRG,11,2015-07-11
Huckfest 2015,Club - Men,76767,Crude Ultimate,9,Cerberus,10,2015-07-11
Huckfest 2015,Club - Men,76768,Blade,11,NRG,9,2015-07-11
Huckfest 2015,Club - Men,76769,NRG,11,Torch,10,2015-07-11
Huckfest 2015,Club - Men,76770,Blade,10,Cerberus,12,2015-07-11
Huckfest 2015,Club - Men,76771,Crude Ultimate,8,NRG,5,2015-07-11
Huckfest 2015,Club - Men,76772,Blade,7,Torch,10,2015-07-11
Huckfest 2015,Club - Men,76773,Crude Ultimate,13,Blade,9,2015-07-11
Huckfest 2015,Club - Men,76774,Cerberus,4,Torch,10,2015-07-11
Huckfest 2015,Club - Men,76775,Memphis Belle,11,Nashvillains YCC U19 Open,7,2015-07-11
Huckfest 2015,Club - Men,76776,Rocket City Rampage,11,SouthBeast,7,2015-07-11
Huckfest 2015,Club - Men,76777,Memphis Belle,10,Rocket City Rampage,8,2015-07-11
Huckfest 2015,Club - Men,76778,BaNC,13,SouthBeast,2,2015-07-11
Huckfest 2015,Club - Men,76779,SouthBeast,7,Nashvillains YCC U19 Open,9,2015-07-11
Huckfest 2015,Club - Men,76780,BaNC,13,Rocket City Rampage,7,2015-07-11
Huckfest 2015,Club - Men,76781,Memphis Belle,13,SouthBeast,6,2015-07-11
Huckfest 2015,Club - Men,76782,BaNC,13,Nashvillains YCC U19 Open,10,2015-07-11
Huckfest 2015,Club - Men,76783,Memphis Belle,12,BaNC,10,2015-07-11
Huckfest 2015,Club - Men,76784,Rocket City Rampage,12,Nashvillains YCC U19 Open,11,2015-07-11
Huckfest 2015,Club - Men,76785,Voodoo,7,Hammer Bros,12,2015-07-11
Huckfest 2015,Club - Men,76786,Jello Yackets,12,Pocket City Approach,9,2015-07-11
Huckfest 2015,Club - Men,76787,Voodoo,3,Jello Yackets,13,2015-07-11
Huckfest 2015,Club - Men,76788,Dreadnought,8,Pocket City Approach,10,2015-07-11
Huckfest 2015,Club - Men,76789,Pocket City Approach,7,Hammer Bros,12,2015-07-11
Huckfest 2015,Club - Men,76790,Dreadnought,11,Jello Yackets,10,2015-07-11
Huckfest 2015,Club - Men,76791,Voodoo,7,Pocket City Approach,9,2015-07-11
Huckfest 2015,Club - Men,76792,Dreadnought,11,Hammer Bros,5,2015-07-11
Huckfest 2015,Club - Men,76793,Voodoo,7,Dreadnought,13,2015-07-11
Huckfest 2015,Club - Men,76794,Jello Yackets,10,Hammer Bros,7,2015-07-11
Huckfest 2015,Club - Men,76691,Chain Lightning,14,Ironmen,12,2015-07-11
Huckfest 2015,Club - Men,76692,Freaks Uv Nature,15,Smokestack,12,2015-07-11
Huckfest 2015,Club - Men,76693,Jockamo,11,Southern Hospitality,15,2015-07-11
Huckfest 2015,Club - Men,76694,UpRoar,13,CaSTLe,9,2015-07-11
Huckfest 2015,Club - Men,77267,SouthBeast,14,Voodoo,13,2015-07-12
Huckfest 2015,Club - Men,77268,NRG,8,Voodoo,5,2015-07-12
Huckfest 2015,Club - Men,77269,NRG,3,SouthBeast,5,2015-07-12
Huckfest 2015,Club - Men,76709,Southern Hospitality,13,Ironmen,9,2015-07-12
Huckfest 2015,Club - Men,76707,Chain Lightning,10,Southern Hospitality,12,2015-07-12
Huckfest 2015,Club - Men,76708,Ironmen,12,Freaks Uv Nature,10,2015-07-12
Huckfest 2015,Club - Men,76703,Memphis Belle,6,Chain Lightning,15,2015-07-12
Huckfest 2015,Club - Men,76704,Southern Hospitality,15,UpRoar,6,2015-07-12
Huckfest 2015,Club - Men,76705,Ironmen,15,Jockamo,12,2015-07-12
Huckfest 2015,Club - Men,76706,Freaks Uv Nature,15,Smokestack,9,2015-07-12
Huckfest 2015,Club - Men,76796,UpRoar,14,Cerberus,11,2015-07-12
Huckfest 2015,Club - Men,76797,Jockamo,15,Dreadnought,9,2015-07-12
Huckfest 2015,Club - Men,76798,Smokestack,15,BaNC,7,2015-07-12
Huckfest 2015,Club - Men,77271,CaSTLe,7,Memphis Belle,15,2015-07-12
Huckfest 2015,Club - Men,76712,Memphis Belle,5,Smokestack,15,2015-07-12
Huckfest 2015,Club - Men,76710,Memphis Belle,W,UpRoar,F,2015-07-12
Huckfest 2015,Club - Men,76711,Jockamo,7,Smokestack,15,2015-07-12
Huckfest 2015,Club - Men,76713,Chain Lightning,0,Freaks Uv Nature,0,2015-07-12
Huckfest 2015,Club - Men,76736,UpRoar,F,Jockamo,W,2015-07-12
Huckfest 2015,Club - Men,76801,CaSTLe,15,Dreadnought,8,2015-07-12
Huckfest 2015,Club - Men,76799,CaSTLe,7,Cerberus,2,2015-07-12
Huckfest 2015,Club - Men,76800,Dreadnought,15,BaNC,12,2015-07-12
Huckfest 2015,Club - Men,76802,Cerberus,F,BaNC,W,2015-07-12
Huckfest 2015,Club - Men,76720,Jello Yackets,6,Crude Ultimate,12,2015-07-12
Huckfest 2015,Club - Men,76718,Jello Yackets,12,Torch,4,2015-07-12
Huckfest 2015,Club - Men,76719,Crude Ultimate,13,Hammer Bros,6,2015-07-12
Huckfest 2015,Club - Men,76714,Jello Yackets,13,Nashvillains YCC U19 Open,10,2015-07-12
Huckfest 2015,Club - Men,76715,Torch,10,Pocket City Approach,9,2015-07-12
Huckfest 2015,Club - Men,76716,Crude Ultimate,13,Blade,2,2015-07-12
Huckfest 2015,Club - Men,76717,Hammer Bros,13,Rocket City Rampage,9,2015-07-12
